country,year,site_id,landscape_type,transect,period,round,pollinator_group,pollinator_genus,pollinator_species,pollinator_species.1,plant_genus,plant_species
Germany,2012,1,low,2,during,1,other wild bee,Osmia,bicolor,bicolor,Hippocrepis,comosa
Germany,2012,1,low,1,during,2,other wild bee,Osmia,bicolor,bicolor,Hippocrepis,comosa
Germany,2012,2,high,2,after,4,Hoverfly,Episyrphus,balteatus,balteatus,Agrimonia,eupatoria
Germany,2012,2,high,2,after,4,Hoverfly,Episyrphus,balteatus,balteatus,Agrimonia,eupatoria
Germany,2012,2,high,1,after,4,Hoverfly,Episyrphus,balteatus,balteatus,Convolvulus,arvensis
Germany,2012,2,high,1,after,4,Hoverfly,Sphaerophoria,scripta,scripta,Convolvulus,arvensis
Germany,2012,2,high,1,after,4,other wild bee,Lasioglossum,pauxillum,pauxillum,Convolvulus,arvensis
Germany,2012,2,high,1,after,4,other wild bee,Lasioglossum,pauxillum,pauxillum,Convolvulus,arvensis
Germany,2012,2,high,1,after,4,Honeybee,Apis,mellifera,mellifera,Coronilla,varia
Germany,2012,2,high,2,after,4,Hoverfly,Episyrphus,balteatus,balteatus,Coronilla,varia
Germany,2012,2,high,2,after,4,Hoverfly,Syrphus,vitripennis,vitripennis,Coronilla,varia
Germany,2012,2,high,2,after,4,Hoverfly,Episyrphus,balteatus,balteatus,Coronilla,varia
Germany,2012,2,high,1,after,3,other wild bee,Ceratina,cucurbitina,cucurbitina,Dianthus,carthusianorum
Germany,2012,2,high,1,after,4,Hoverfly,Episyrphus,balteatus,balteatus,Galium,verum
Germany,2012,2,high,1,after,4,Hoverfly,Sphaerophoria,scripta,scripta,Galium,verum
Germany,2012,2,high,1,after,4,Hoverfly,Sphaerophoria,scripta,scripta,Galium,verum
Germany,2012,2,high,1,after,4,Hoverfly,Sphaerophoria,scripta,scripta,Galium,verum
Germany,2012,2,high,1,after,4,Hoverfly,Sphaerophoria,scripta,scripta,Galium,verum
Germany,2012,2,high,1,after,4,Hoverfly,Sphaerophoria,scripta,scripta,Galium,verum
Germany,2012,2,high,1,after,4,Hoverfly,Episyrphus,balteatus,balteatus,Galium,verum
Germany,2012,2,high,2,after,4,Hoverfly,Episyrphus,balteatus,balteatus,Galium,verum
Germany,2012,2,high,2,after,4,Hoverfly,Episyrphus,balteatus,balteatus,Geranium,sanguineum
Germany,2012,2,high,2,after,3,Bumblebee,Bombus,lapidarius,lapidarius,Hippocrepis,comosa
Germany,2012,2,high,1,after,4,Hoverfly,Episyrphus,balteatus,balteatus,Hypericum,perforatum
Germany,2012,2,high,1,after,4,other wild bee,Hylaeus,annularis,annularis,Hypericum,perforatum
Germany,2012,2,high,2,after,4,Hoverfly,Episyrphus,balteatus,balteatus,Hypericum,perforatum
Germany,2012,2,high,2,after,4,Hoverfly,Episyrphus,balteatus,balteatus,Hypericum,perforatum
Germany,2012,2,high,2,after,4,Hoverfly,Episyrphus,balteatus,balteatus,Hypericum,perforatum
Germany,2012,2,high,2,after,4,Hoverfly,Episyrphus,balteatus,balteatus,Hypericum,perforatum
Germany,2012,2,high,2,after,4,other wild bee,Halictus,simplex,simplex,Knautia,arvensis
Germany,2012,2,high,2,after,4,Hoverfly,Episyrphus,balteatus,balteatus,Melampyrum,arvense
Germany,2012,2,high,2,after,4,Hoverfly,Sphaerophoria,scripta,scripta,Ononis,spinosa
Germany,2012,2,high,1,after,4,Hoverfly,Episyrphus,balteatus,balteatus,Plantago,media
Germany,2012,2,high,1,after,3,Bumblebee,Bombus,terrestris,terrestris,Salvia,pratensis
Germany,2012,2,high,1,after,3,Bumblebee,Bombus,pascuorum,pascuorum,Salvia,pratensis
Germany,2012,2,high,1,after,3,Bumblebee,Bombus,pascuorum,pascuorum,Salvia,pratensis
Germany,2012,2,high,2,after,3,Bumblebee,Bombus,terrestris,terrestris,Salvia,pratensis
Germany,2012,2,high,2,after,3,Bumblebee,Bombus,terrestris,terrestris,Salvia,pratensis
Germany,2012,2,high,2,after,3,Bumblebee,Bombus,pascuorum,pascuorum,Salvia,pratensis
Germany,2012,2,high,2,after,4,Bumblebee,Bombus,sylvarum,sylvarum,Stachys,recta
Germany,2012,2,high,2,after,4,Bumblebee,Bombus,sylvarum,sylvarum,Stachys,recta
Germany,2012,2,high,1,after,4,other wild bee,Halictus,tumulorum,tumulorum,Trifolium,pratense
Germany,2012,2,high,2,during,1,other wild bee,Lasioglossum,glabriusculum,glabriusculum,Euphorbia,cyparissias
Germany,2012,2,high,1,during,2,other wild bee,Lasioglossum,glabriusculum,glabriusculum,Euphorbia,cyparissias
Germany,2012,2,high,1,during,2,other wild bee,Halictus,maculatus,maculatus,Euphorbia,cyparissias
Germany,2012,2,high,1,during,1,other wild bee,Lasioglossum,pauxillum,pauxillum,Fragaria,viridis
Germany,2012,2,high,1,during,1,other wild bee,Nomada,flavoguttata,flavoguttata,Fragaria,viridis
Germany,2012,2,high,2,during,1,other wild bee,Andrena,falsifica,falsifica,Fragaria,viridis
Germany,2012,2,high,1,during,2,other wild bee,Andrena,falsifica,falsifica,Fragaria,viridis
Germany,2012,2,high,1,during,2,other wild bee,Andrena,falsifica,falsifica,Fragaria,viridis
Germany,2012,2,high,2,during,2,other wild bee,Halictus,simplex,simplex,Fragaria,viridis
Germany,2012,2,high,2,during,2,other wild bee,Nomada,flavoguttata,flavoguttata,Fragaria,viridis
Germany,2012,2,high,2,during,2,other wild bee,Andrena,falsifica,falsifica,Fragaria,viridis
Germany,2012,2,high,2,during,1,other wild bee,Lasioglossum,villosulum,villosulum,Potentilla,verna
Germany,2012,3,low,1,after,3,Honeybee,Apis,mellifera,mellifera,Helianthemum,nummularium
Germany,2012,3,low,1,after,3,Honeybee,Apis,mellifera,mellifera,Helianthemum,nummularium
Germany,2012,3,low,2,after,3,Honeybee,Apis,mellifera,mellifera,Helianthemum,nummularium
Germany,2012,3,low,1,after,4,Hoverfly,Sphaerophoria,scripta,scripta,Helianthemum,nummularium
Germany,2012,3,low,2,after,3,other wild bee,Andrena,humilis,humilis,Hieracium,alpinum
Germany,2012,3,low,2,after,3,other wild bee,Andrena,humilis,humilis,Hieracium,alpinum
Germany,2012,3,low,2,after,3,other wild bee,Lasioglossum,villosulum,villosulum,Hieracium,alpinum
Germany,2012,3,low,2,after,3,other wild bee,Lasioglossum,villosulum,villosulum,Hieracium,alpinum
Germany,2012,3,low,1,after,4,other wild bee,Anthidium,strigatum,strigatum,Lotus,corniculatus
Germany,2012,3,low,2,after,3,other wild bee,Anthophora,aestivalis,aestivalis,Onobrychis,viciifolia
Germany,2012,3,low,1,after,4,Bumblebee,Bombus,terrestris,terrestris,Prunella,grandiflora
Germany,2012,3,low,1,after,4,Bumblebee,Bombus,terrestris,terrestris,Prunella,grandiflora
Germany,2012,3,low,1,after,4,Hoverfly,Sphaerophoria,scripta,scripta,Prunella,grandiflora
Germany,2012,3,low,1,after,4,other wild bee,Lasioglossum,glabriusculum,glabriusculum,Prunella,grandiflora
Germany,2012,3,low,2,after,4,Bumblebee,Bombus,lapidarius,lapidarius,Prunella,vulgaris
Germany,2012,3,low,2,after,4,other wild bee,Lasioglossum,morio,morio,Prunella,grandiflora
Germany,2012,3,low,2,after,3,Bumblebee,Bombus,pascuorum,pascuorum,Stachys,recta
Germany,2012,3,low,1,after,4,Bumblebee,Bombus,lapidarius,lapidarius,Teucrium,chamaedrys
Germany,2012,3,low,1,after,4,Honeybee,Apis,mellifera,mellifera,Teucrium,chamaedrys
Germany,2012,3,low,1,after,4,Honeybee,Apis,mellifera,mellifera,Teucrium,chamaedrys
Germany,2012,3,low,1,after,4,Honeybee,Apis,mellifera,mellifera,Teucrium,chamaedrys
Germany,2012,3,low,1,after,4,Honeybee,Apis,mellifera,mellifera,Teucrium,chamaedrys
Germany,2012,3,low,1,after,4,Hoverfly,Sphaerophoria,scripta,scripta,Thymus,praecox
Germany,2012,3,low,1,after,4,Hoverfly,Sphaerophoria,scripta,scripta,Thymus,praecox
Germany,2012,3,low,2,after,4,other wild bee,Lasioglossum,morio,morio,Thymus,praecox
Germany,2012,3,low,1,during,2,Hoverfly,Sphaerophoria,scripta,scripta,Potentilla,verna
Germany,2012,3,low,1,during,2,other wild bee,Lasioglossum,morio,morio,Potentilla,verna
Germany,2012,3,low,1,during,2,other wild bee,Osmia,bicolor,bicolor,Potentilla,verna
Germany,2012,3,low,1,during,2,other wild bee,Andrena,flavipes,flavipes,Potentilla,verna
Germany,2012,3,low,1,during,2,other wild bee,Lasioglossum,interruptum,interruptum,Potentilla,verna
Germany,2012,3,low,1,during,2,other wild bee,Lasioglossum,morio,morio,Potentilla,verna
Germany,2012,3,low,1,during,2,other wild bee,Lasioglossum,calceatum,calceatum,Potentilla,verna
Germany,2012,3,low,1,during,2,other wild bee,Andrena,falsifica,falsifica,Potentilla,verna
Germany,2012,3,low,1,during,2,other wild bee,Halictus,tumulorum,tumulorum,Potentilla,verna
Germany,2012,3,low,2,during,2,other wild bee,Osmia,bicolor,bicolor,Potentilla,verna
Germany,2012,3,low,2,during,2,other wild bee,Andrena,minutula,minutula,Potentilla,verna
Germany,2012,3,low,2,during,2,other wild bee,Sphecodes,geoffrellus,geoffrellus,Potentilla,verna
Germany,2012,3,low,1,during,1,Bumblebee,Bombus,pratorum,pratorum,Pulsatilla,vulgaris
Germany,2012,4,low,1,after,4,other wild bee,Lasioglossum,interruptum,interruptum,Agrimonia,eupatoria
Germany,2012,4,low,1,after,4,other wild bee,Lasioglossum,pauxillum,pauxillum,Agrimonia,eupatoria
Germany,2012,4,low,1,after,3,other wild bee,Lasioglossum,laevigatum,laevigatum,Bunias,orientalis
Germany,2012,4,low,1,after,4,Bumblebee,Bombus,lapidarius,lapidarius,Coronilla,varia
Germany,2012,4,low,1,after,4,Bumblebee,Bombus,lapidarius,lapidarius,Coronilla,varia
Germany,2012,4,low,1,after,4,Bumblebee,Bombus,lapidarius,lapidarius,Coronilla,varia
Germany,2012,4,low,2,after,4,Honeybee,Apis,mellifera,mellifera,Echium,vulgare
Germany,2012,4,low,2,after,4,other wild bee,Lasioglossum,pauxillum,pauxillum,Echium,vulgare
Germany,2012,4,low,1,after,4,Hoverfly,Sphaerophoria,scripta,scripta,Galium,verum
Germany,2012,4,low,1,after,4,Hoverfly,Sphaerophoria,scripta,scripta,Galium,verum
Germany,2012,4,low,1,after,4,Hoverfly,Sphaerophoria,scripta,scripta,Galium,verum
Germany,2012,4,low,1,after,4,Hoverfly,Sphaerophoria,scripta,scripta,Galium,verum
Germany,2012,4,low,2,after,4,Hoverfly,Sphaerophoria,scripta,scripta,Galium,verum
Germany,2012,4,low,2,after,4,Hoverfly,Sphaerophoria,scripta,scripta,Galium,verum
Germany,2012,4,low,2,after,4,other wild bee,Lasioglossum,glabriusculum,glabriusculum,Knautia,arvensis
Germany,2012,4,low,2,after,3,Bumblebee,Bombus,lapidarius,lapidarius,Lotus,corniculatus
Germany,2012,4,low,2,after,3,other wild bee,Andrena,wilkella,wilkella,Lotus,corniculatus
Germany,2012,4,low,2,after,3,other wild bee,Osmia,claviventris,claviventris,Lotus,corniculatus
Germany,2012,4,low,2,after,4,Bumblebee,Bombus,lapidarius,lapidarius,Lotus,corniculatus
Germany,2012,4,low,2,after,4,Bumblebee,Bombus,lapidarius,lapidarius,Lotus,corniculatus
Germany,2012,4,low,2,after,4,Hoverfly,Sphaerophoria,scripta,scripta,Lotus,corniculatus
Germany,2012,4,low,2,after,4,other wild bee,Halictus,tumulorum,tumulorum,Medicago,lupulina
Germany,2012,4,low,1,after,4,Hoverfly,Sphaerophoria,scripta,scripta,Origanum,vulgare
Germany,2012,4,low,1,after,3,other wild bee,Lasioglossum,glabriusculum,glabriusculum,Salvia,pratensis
Germany,2012,4,low,1,after,3,other wild bee,Osmia,leucomelana,leucomelana,Salvia,pratensis
Germany,2012,4,low,1,during,1,Honeybee,Apis,mellifera,mellifera,Euphorbia,cyparissias
Germany,2012,4,low,2,during,2,Hoverfly,Sphaerophoria,scripta,scripta,Euphorbia,cyparissias
Germany,2012,4,low,2,during,2,Hoverfly,Syrphus,vitripennis,vitripennis,Euphorbia,cyparissias
Germany,2012,4,low,1,during,2,Hoverfly,Sphaerophoria,scripta,scripta,Fragaria,viridis
Germany,2012,4,low,2,during,2,Hoverfly,Melanostoma,mellinum,mellinum,Fragaria,viridis
Germany,2012,4,low,2,during,2,other wild bee,Lasioglossum,pauxillum,pauxillum,Fragaria,viridis
Germany,2012,4,low,2,during,2,other wild bee,Andrena,potentillae,potentillae,Fragaria,viridis
Germany,2012,4,low,2,during,2,other wild bee,Andrena,potentillae,potentillae,Fragaria,viridis
Germany,2012,4,low,2,during,2,other wild bee,Lasioglossum,pauxillum,pauxillum,Fragaria,viridis
Germany,2012,4,low,2,during,2,other wild bee,Lasioglossum,leucozonium,leucozonium,Fragaria,viridis
Germany,2012,4,low,1,during,1,Hoverfly,Sphaerophoria,scripta,scripta,Potentilla,verna
Germany,2012,4,low,1,during,1,Hoverfly,Sphaerophoria,scripta,scripta,Potentilla,verna
Germany,2012,4,low,2,during,1,Hoverfly,Sphaerophoria,scripta,scripta,Potentilla,verna
Germany,2012,4,low,2,during,1,other wild bee,Andrena,falsifica,falsifica,Potentilla,verna
Germany,2012,4,low,2,during,1,other wild bee,Andrena,falsifica,falsifica,Potentilla,verna
Germany,2012,4,low,2,during,1,other wild bee,Andrena,falsifica,falsifica,Potentilla,verna
Germany,2012,4,low,2,during,1,other wild bee,Lasioglossum,fulvicorne,fulvicorne,Potentilla,verna
Germany,2012,5,high,2,after,4,other wild bee,Heriades,truncorum,truncorum,Aster,amellus
Germany,2012,5,high,1,after,4,Hoverfly,Sphaerophoria,scripta,scripta,Bupleurum,falcatum
Germany,2012,5,high,1,after,4,Hoverfly,Sphaerophoria,scripta,scripta,Bupleurum,falcatum
Germany,2012,5,high,1,after,4,Hoverfly,Sphaerophoria,scripta,scripta,Bupleurum,falcatum
Germany,2012,5,high,2,after,4,Hoverfly,Syrphus,vitripennis,vitripennis,Bupleurum,falcatum
Germany,2012,5,high,2,after,4,Hoverfly,Episyrphus,balteatus,balteatus,Bupleurum,falcatum
Germany,2012,5,high,1,after,4,Honeybee,Apis,mellifera,mellifera,Centaurea,scabiosa
Germany,2012,5,high,2,after,4,Honeybee,Apis,mellifera,mellifera,Centaurea,scabiosa
Germany,2012,5,high,1,after,4,Hoverfly,Sphaerophoria,scripta,scripta,Falcaria,vulgaris
Germany,2012,5,high,2,after,4,Hoverfly,Episyrphus,balteatus,balteatus,Helianthemum,nummularium
Germany,2012,5,high,2,after,4,other wild bee,Lasioglossum,morio,morio,Helianthemum,nummularium
Germany,2012,5,high,1,after,3,Bumblebee,Bombus,lapidarius,lapidarius,Hippocrepis,comosa
Germany,2012,5,high,1,after,3,Bumblebee,Bombus,lapidarius,lapidarius,Hippocrepis,comosa
Germany,2012,5,high,1,after,3,Bumblebee,Bombus,lapidarius,lapidarius,Hippocrepis,comosa
Germany,2012,5,high,1,after,3,other wild bee,Osmia,bicolor,bicolor,Hippocrepis,comosa
Germany,2012,5,high,1,after,3,other wild bee,Osmia,bicolor,bicolor,Hippocrepis,comosa
Germany,2012,5,high,1,after,3,other wild bee,Osmia,bicolor,bicolor,Hippocrepis,comosa
Germany,2012,5,high,1,after,3,other wild bee,Osmia,rufohirta,rufohirta,Hippocrepis,comosa
Germany,2012,5,high,2,after,3,Bumblebee,Bombus,lapidarius,lapidarius,Hippocrepis,comosa
Germany,2012,5,high,2,after,3,Bumblebee,Bombus,lapidarius,lapidarius,Hippocrepis,comosa
Germany,2012,5,high,2,after,3,Bumblebee,Bombus,lapidarius,lapidarius,Hippocrepis,comosa
Germany,2012,5,high,2,after,3,other wild bee,Osmia,xanthomelana,xanthomelana,Hippocrepis,comosa
Germany,2012,5,high,2,after,3,other wild bee,Osmia,bicolor,bicolor,Hippocrepis,comosa
Germany,2012,5,high,1,after,4,Bumblebee,Bombus,lapidarius,lapidarius,Hypericum,perforatum
Germany,2012,5,high,1,after,4,Honeybee,Apis,mellifera,mellifera,Origanum,vulgare
Germany,2012,5,high,1,after,4,Honeybee,Apis,mellifera,mellifera,Origanum,vulgare
Germany,2012,5,high,1,after,4,Honeybee,Apis,mellifera,mellifera,Origanum,vulgare
Germany,2012,5,high,1,after,4,Honeybee,Apis,mellifera,mellifera,Origanum,vulgare
Germany,2012,5,high,1,after,4,Honeybee,Apis,mellifera,mellifera,Origanum,vulgare
Germany,2012,5,high,1,after,4,Honeybee,Apis,mellifera,mellifera,Origanum,vulgare
Germany,2012,5,high,1,after,4,Honeybee,Apis,mellifera,mellifera,Origanum,vulgare
Germany,2012,5,high,1,after,4,Honeybee,Apis,mellifera,mellifera,Origanum,vulgare
Germany,2012,5,high,1,after,4,Honeybee,Apis,mellifera,mellifera,Origanum,vulgare
Germany,2012,5,high,1,after,4,Honeybee,Apis,mellifera,mellifera,Origanum,vulgare
Germany,2012,5,high,1,after,4,Honeybee,Apis,mellifera,mellifera,Origanum,vulgare
Germany,2012,5,high,1,after,4,Honeybee,Apis,mellifera,mellifera,Origanum,vulgare
Germany,2012,5,high,1,after,4,Honeybee,Apis,mellifera,mellifera,Origanum,vulgare
Germany,2012,5,high,1,after,4,Honeybee,Apis,mellifera,mellifera,Origanum,vulgare
Germany,2012,5,high,1,after,4,Honeybee,Apis,mellifera,mellifera,Origanum,vulgare
Germany,2012,5,high,1,after,4,Honeybee,Apis,mellifera,mellifera,Origanum,vulgare
Germany,2012,5,high,1,after,4,Honeybee,Apis,mellifera,mellifera,Origanum,vulgare
Germany,2012,5,high,1,after,4,Honeybee,Apis,mellifera,mellifera,Origanum,vulgare
Germany,2012,5,high,1,after,4,Hoverfly,Sphaerophoria,scripta,scripta,Origanum,vulgare
Germany,2012,5,high,2,after,4,Honeybee,Apis,mellifera,mellifera,Origanum,vulgare
Germany,2012,5,high,2,after,4,Honeybee,Apis,mellifera,mellifera,Origanum,vulgare
Germany,2012,5,high,1,after,3,Bumblebee,Bombus,pascuorum,pascuorum,Salvia,pratensis
Germany,2012,5,high,1,after,3,other wild bee,Halictus,tumulorum,tumulorum,Salvia,pratensis
Germany,2012,5,high,1,after,3,other wild bee,Ceratina,cyanea,cyanea,Salvia,pratensis
Germany,2012,5,high,1,after,3,other wild bee,Lasioglossum,glabriusculum,glabriusculum,Salvia,pratensis
Germany,2012,5,high,1,after,4,Honeybee,Apis,mellifera,mellifera,Salvia,verticillata
Germany,2012,5,high,1,after,4,Honeybee,Apis,mellifera,mellifera,Salvia,verticillata
Germany,2012,5,high,1,after,4,Honeybee,Apis,mellifera,mellifera,Salvia,verticillata
Germany,2012,5,high,2,after,4,Hoverfly,Sphaerophoria,scripta,scripta,Thymus,praecox
Germany,2012,5,high,1,during,1,other wild bee,Osmia,bicolor,bicolor,Hippocrepis,comosa
Germany,2012,5,high,1,during,1,other wild bee,Osmia,bicolor,bicolor,Hippocrepis,comosa
Germany,2012,5,high,1,during,2,other wild bee,Osmia,gallarum,gallarum,Hippocrepis,comosa
Germany,2012,5,high,1,during,2,other wild bee,Osmia,gallarum,gallarum,Hippocrepis,comosa
Germany,2012,5,high,1,during,2,other wild bee,Osmia,bicornis,bicornis,Hippocrepis,comosa
Germany,2012,5,high,1,during,2,other wild bee,Osmia,xanthomelana,xanthomelana,Hippocrepis,comosa
Germany,2012,5,high,1,during,2,other wild bee,Osmia,xanthomelana,xanthomelana,Hippocrepis,comosa
Germany,2012,5,high,2,during,1,other wild bee,Lasioglossum,morio,morio,Primula,veris
Germany,2012,5,high,2,during,1,other wild bee,Lasioglossum,morio,morio,Primula,veris
Germany,2012,5,high,2,during,1,other wild bee,Lasioglossum,morio,morio,Primula,veris
Germany,2012,6,high,1,after,4,Hoverfly,Sphaerophoria,scripta,scripta,Bupleurum,falcatum
Germany,2012,6,high,1,after,4,Hoverfly,Sphaerophoria,scripta,scripta,Bupleurum,falcatum
Germany,2012,6,high,2,after,4,Hoverfly,Sphaerophoria,scripta,scripta,Bupleurum,falcatum
Germany,2012,6,high,2,after,4,Hoverfly,Sphaerophoria,scripta,scripta,Bupleurum,falcatum
Germany,2012,6,high,2,after,4,Hoverfly,Sphaerophoria,scripta,scripta,Bupleurum,falcatum
Germany,2012,6,high,2,after,4,Hoverfly,Sphaerophoria,scripta,scripta,Bupleurum,falcatum
Germany,2012,6,high,2,after,4,Hoverfly,Sphaerophoria,scripta,scripta,Bupleurum,falcatum
Germany,2012,6,high,2,after,4,Hoverfly,Sphaerophoria,scripta,scripta,Bupleurum,falcatum
Germany,2012,6,high,1,after,4,Hoverfly,Sphaerophoria,scripta,scripta,Campanula,glomerata
Germany,2012,6,high,1,after,4,other wild bee,Halictus,tumulorum,tumulorum,Campanula,glomerata
Germany,2012,6,high,1,after,4,Honeybee,Apis,mellifera,mellifera,Centaurea,jacea
Germany,2012,6,high,1,after,4,Honeybee,Apis,mellifera,mellifera,Centaurea,jacea
Germany,2012,6,high,1,after,4,Hoverfly,Sphaerophoria,scripta,scripta,Centaurea,jacea
Germany,2012,6,high,2,after,4,Honeybee,Apis,mellifera,mellifera,Centaurea,scabiosa
Germany,2012,6,high,2,after,4,Honeybee,Apis,mellifera,mellifera,Centaurea,scabiosa
Germany,2012,6,high,2,after,4,Honeybee,Apis,mellifera,mellifera,Centaurea,scabiosa
Germany,2012,6,high,2,after,4,Honeybee,Apis,mellifera,mellifera,Centaurea,scabiosa
Germany,2012,6,high,2,after,4,Honeybee,Apis,mellifera,mellifera,Centaurea,scabiosa
Germany,2012,6,high,2,after,4,Honeybee,Apis,mellifera,mellifera,Centaurea,scabiosa
Germany,2012,6,high,2,after,4,Honeybee,Apis,mellifera,mellifera,Centaurea,scabiosa
Germany,2012,6,high,2,after,4,Hoverfly,Sphaerophoria,scripta,scripta,Centaurea,scabiosa
Germany,2012,6,high,2,after,4,Hoverfly,Sphaerophoria,scripta,scripta,Centaurea,scabiosa
Germany,2012,6,high,2,after,4,other wild bee,Halictus,tumulorum,tumulorum,Centaurea,scabiosa
Germany,2012,6,high,2,after,4,other wild bee,Lasioglossum,glabriusculum,glabriusculum,Centaurea,scabiosa
Germany,2012,6,high,2,after,4,other wild bee,Lasioglossum,interruptum,interruptum,Centaurea,jacea
Germany,2012,6,high,2,after,4,other wild bee,Lasioglossum,calceatum,calceatum,Centaurea,scabiosa
Germany,2012,6,high,1,after,4,Hoverfly,Sphaerophoria,scripta,scripta,Galium,verum
Germany,2012,6,high,1,after,3,Honeybee,Apis,mellifera,mellifera,Helianthemum,nummularium
Germany,2012,6,high,1,after,3,Honeybee,Apis,mellifera,mellifera,Helianthemum,nummularium
Germany,2012,6,high,1,after,3,Bumblebee,Bombus,lapidarius,lapidarius,Hippocrepis,comosa
Germany,2012,6,high,1,after,3,other wild bee,Osmia,bicolor,bicolor,Hippocrepis,comosa
Germany,2012,6,high,2,after,3,other wild bee,Osmia,bicolor,bicolor,Hippocrepis,comosa
Germany,2012,6,high,1,after,4,other wild bee,Lasioglossum,glabriusculum,glabriusculum,Knautia,arvensis
Germany,2012,6,high,1,after,4,Honeybee,Apis,mellifera,mellifera,Origanum,vulgare
Germany,2012,6,high,1,after,4,Honeybee,Apis,mellifera,mellifera,Origanum,vulgare
Germany,2012,6,high,1,after,4,Honeybee,Apis,mellifera,mellifera,Origanum,vulgare
Germany,2012,6,high,1,after,4,Honeybee,Apis,mellifera,mellifera,Origanum,vulgare
Germany,2012,6,high,1,after,4,Honeybee,Apis,mellifera,mellifera,Origanum,vulgare
Germany,2012,6,high,1,after,4,other wild bee,Lasioglossum,glabriusculum,glabriusculum,Origanum,vulgare
Germany,2012,6,high,2,after,4,Honeybee,Apis,mellifera,mellifera,Origanum,vulgare
Germany,2012,6,high,1,after,3,other wild bee,Lasioglossum,villosulum,villosulum,Ranunculus,bulbosus
Germany,2012,6,high,1,after,4,Bumblebee,Bombus,sylvarum,sylvarum,Stachys,recta
Germany,2012,6,high,1,after,4,Hoverfly,Sphaerophoria,scripta,scripta,Thymus,praecox
Germany,2012,6,high,1,after,3,Hoverfly,Sphaerophoria,scripta,scripta,Veronica,teucrium
Germany,2012,6,high,1,after,3,other wild bee,Andrena,subopaca,subopaca,Veronica,teucrium
Germany,2012,6,high,2,during,1,other wild bee,Osmia,bicolor,bicolor,Fragaria,viridis
Germany,2012,6,high,1,during,1,other wild bee,Andrena,falsifica,falsifica,Potentilla,verna
Germany,2012,6,high,1,during,1,other wild bee,Andrena,falsifica,falsifica,Potentilla,verna
Germany,2012,6,high,1,during,1,Honeybee,Apis,mellifera,mellifera,Taraxacum,officinale
Germany,2012,7,high,1,after,4,Bumblebee,Bombus,lapidarius,lapidarius,Centaurea,scabiosa
Germany,2012,7,high,1,after,4,Bumblebee,Bombus,lapidarius,lapidarius,Centaurea,scabiosa
Germany,2012,7,high,1,after,4,Honeybee,Apis,mellifera,mellifera,Centaurea,scabiosa
Germany,2012,7,high,1,after,4,Honeybee,Apis,mellifera,mellifera,Centaurea,scabiosa
Germany,2012,7,high,1,after,4,Honeybee,Apis,mellifera,mellifera,Centaurea,jacea
Germany,2012,7,high,1,after,4,Honeybee,Apis,mellifera,mellifera,Centaurea,jacea
Germany,2012,7,high,1,after,4,Honeybee,Apis,mellifera,mellifera,Centaurea,jacea
Germany,2012,7,high,1,after,4,Honeybee,Apis,mellifera,mellifera,Centaurea,jacea
Germany,2012,7,high,1,after,4,Honeybee,Apis,mellifera,mellifera,Centaurea,jacea
Germany,2012,7,high,1,after,4,Honeybee,Apis,mellifera,mellifera,Centaurea,jacea
Germany,2012,7,high,1,after,4,Honeybee,Apis,mellifera,mellifera,Centaurea,scabiosa
Germany,2012,7,high,1,after,4,other wild bee,Halictus,simplex,simplex,Centaurea,jacea
Germany,2012,7,high,1,after,4,other wild bee,Osmia,spinulosa,spinulosa,Centaurea,jacea
Germany,2012,7,high,1,after,4,other wild bee,Osmia,spinulosa,spinulosa,Centaurea,jacea
Germany,2012,7,high,1,after,4,other wild bee,Halictus,simplex,simplex,Centaurea,jacea
Germany,2012,7,high,1,after,4,other wild bee,Halictus,simplex,simplex,Centaurea,jacea
Germany,2012,7,high,1,after,4,other wild bee,Lasioglossum,morio,morio,Centaurea,scabiosa
Germany,2012,7,high,1,after,4,other wild bee,Osmia,spinulosa,spinulosa,Centaurea,jacea
Germany,2012,7,high,1,after,4,other wild bee,Osmia,spinulosa,spinulosa,Centaurea,jacea
Germany,2012,7,high,1,after,4,other wild bee,Halictus,tumulorum,tumulorum,Centaurea,jacea
Germany,2012,7,high,1,after,4,other wild bee,Halictus,simplex,simplex,Centaurea,jacea
Germany,2012,7,high,2,after,4,Bumblebee,Bombus,lapidarius,lapidarius,Centaurea,scabiosa
Germany,2012,7,high,2,after,4,Bumblebee,Bombus,lapidarius,lapidarius,Centaurea,scabiosa
Germany,2012,7,high,2,after,4,Honeybee,Apis,mellifera,mellifera,Centaurea,scabiosa
Germany,2012,7,high,2,after,4,Honeybee,Apis,mellifera,mellifera,Centaurea,scabiosa
Germany,2012,7,high,2,after,4,Honeybee,Apis,mellifera,mellifera,Centaurea,scabiosa
Germany,2012,7,high,2,after,4,other wild bee,Halictus,simplex,simplex,Centaurea,scabiosa
Germany,2012,7,high,2,after,4,other wild bee,Lasioglossum,interruptum,interruptum,Centaurea,scabiosa
Germany,2012,7,high,1,after,4,Hoverfly,Sphaerophoria,scripta,scripta,Daucus,carota
Germany,2012,7,high,1,after,4,Hoverfly,Sphaerophoria,scripta,scripta,Daucus,carota
Germany,2012,7,high,1,after,4,other wild bee,Andrena,minutula,minutula,Daucus,carota
Germany,2012,7,high,2,after,4,other wild bee,Hylaeus,annularis,annularis,Daucus,carota
