lower guild,upper guild,lower.species,upper.species,fortotals,lower,upper
01PLANT.,02FV.,Sinapis arvensis,Lonchoptera lutea,7.20E+02,01PLANT.Sinapis arvensis,02FV.Lonchoptera lutea
01PLANT.,02FV.,Sinapis arvensis,Melanostoma mellinum,6.66E+02,01PLANT.Sinapis arvensis,02FV.Melanostoma mellinum
01PLANT.,02FV.,Sinapis arvensis,Olibrus aeneus,1.80E+03,01PLANT.Sinapis arvensis,02FV.Olibrus aeneus
01PLANT.,02FV.,Sinapis arvensis,Oscinella frit,2.16E+03,01PLANT.Sinapis arvensis,02FV.Oscinella frit
01PLANT.,02FV.,Sinapis arvensis,Pegoplata aestiva or Adia cinerella,1.52E+03,01PLANT.Sinapis arvensis,02FV.Pegoplata aestiva or Adia cinerella
01PLANT.,02FV.,Sinapis arvensis,Phradis morionellus,7.20E+02,01PLANT.Sinapis arvensis,02FV.Phradis morionellus
01PLANT.,02FV.,Sinapis arvensis,Scathophaga stercoraria,6.66E+02,01PLANT.Sinapis arvensis,02FV.Scathophaga stercoraria
01PLANT.,02FV.,Sinapis arvensis,Scatopsidae sp,7.20E+02,01PLANT.Sinapis arvensis,02FV.Scatopsidae sp
01PLANT.,02FV.,Sinapis arvensis,Sphaerophoria scripta,1.11E+03,01PLANT.Sinapis arvensis,02FV.Sphaerophoria scripta
01PLANT.,02FV.,Sinapis arvensis,Tetramesa sp,7.48E+02,01PLANT.Sinapis arvensis,02FV.Tetramesa sp
01PLANT.,02FV.,Sonchus asper/oleraceus,Apis mellifera,6.53E+00,01PLANT.Sonchus asper/oleraceus,02FV.Apis mellifera
01PLANT.,02FV.,Sonchus asper/oleraceus,Helophilus pendulus,7.48E+02,01PLANT.Sonchus asper/oleraceus,02FV.Helophilus pendulus
01PLANT.,02FV.,Sonchus asper/oleraceus,Pegoplata aestiva or Adia cinerella,1.35E+03,01PLANT.Sonchus asper/oleraceus,02FV.Pegoplata aestiva or Adia cinerella
01PLANT.,02FV.,Sonchus asper/oleraceus,Sphaerophoria scripta,7.48E+02,01PLANT.Sonchus asper/oleraceus,02FV.Sphaerophoria scripta
01PLANT.,02FV.,Sonchus asper/oleraceus,Sphaerophoria sp,6.53E+00,01PLANT.Sonchus asper/oleraceus,02FV.Sphaerophoria sp
01PLANT.,02FV.,Spergula arvensis,Empis nuntia,6.96E+02,01PLANT.Spergula arvensis,02FV.Empis nuntia
01PLANT.,02FV.,Stachys sylvatica,Bombus hortorum,2.94E+02,01PLANT.Stachys sylvatica,02FV.Bombus hortorum
01PLANT.,02FV.,Stellaria graminea,Empis livida,2.61E+01,01PLANT.Stellaria graminea,02FV.Empis livida
01PLANT.,02FV.,Torilis japonica,Cheilosia pagana,4.97E+01,01PLANT.Torilis japonica,02FV.Cheilosia pagana
01PLANT.,02FV.,Torilis japonica,Cheilosia proxima,4.97E+01,01PLANT.Torilis japonica,02FV.Cheilosia proxima
01PLANT.,02FV.,Torilis japonica,Cheilosia proxima D,4.97E+01,01PLANT.Torilis japonica,02FV.Cheilosia proxima D
01PLANT.,02FV.,Torilis japonica,Coenosia tigrina,4.97E+01,01PLANT.Torilis japonica,02FV.Coenosia tigrina
01PLANT.,02FV.,Torilis japonica,Copromyza similes,3.94E+01,01PLANT.Torilis japonica,02FV.Copromyza similes
01PLANT.,02FV.,Torilis japonica,Ectemnius cephalotes,4.97E+01,01PLANT.Torilis japonica,02FV.Ectemnius cephalotes
01PLANT.,02FV.,Torilis japonica,Episyrphus balteatus,1.39E+02,01PLANT.Torilis japonica,02FV.Episyrphus balteatus
01PLANT.,02FV.,Torilis japonica,Melanostoma scalare,3.94E+01,01PLANT.Torilis japonica,02FV.Melanostoma scalare
01PLANT.,02FV.,Torilis japonica,Musca autumnalis,4.97E+01,01PLANT.Torilis japonica,02FV.Musca autumnalis
01PLANT.,02FV.,Torilis japonica,Neoascia podagrica,5.25E+01,01PLANT.Torilis japonica,02FV.Neoascia podagrica
01PLANT.,02FV.,Torilis japonica,Neomyia cornicina,4.97E+01,01PLANT.Torilis japonica,02FV.Neomyia cornicina
01PLANT.,02FV.,Torilis japonica,Oscinella nitidissima,4.97E+01,01PLANT.Torilis japonica,02FV.Oscinella nitidissima
01PLANT.,02FV.,Torilis japonica,Pegoplata infirma,4.97E+01,01PLANT.Torilis japonica,02FV.Pegoplata infirma
01PLANT.,02FV.,Torilis japonica,Plagiatrochus sp,3.94E+01,01PLANT.Torilis japonica,02FV.Plagiatrochus sp
01PLANT.,02FV.,Torilis japonica,Platycheirus albimanus,1.29E+02,01PLANT.Torilis japonica,02FV.Platycheirus albimanus
01PLANT.,02FV.,Torilis japonica,Platycheirus clypeatus,4.97E+01,01PLANT.Torilis japonica,02FV.Platycheirus clypeatus
01PLANT.,02FV.,Torilis japonica,Pollenia pediculata,4.97E+01,01PLANT.Torilis japonica,02FV.Pollenia pediculata
01PLANT.,02FV.,Torilis japonica,Rhagonycha fulva,9.94E+01,01PLANT.Torilis japonica,02FV.Rhagonycha fulva
01PLANT.,02FV.,Torilis japonica,Rhinophora lepida,3.94E+01,01PLANT.Torilis japonica,02FV.Rhinophora lepida
01PLANT.,02FV.,Torilis japonica,Sepsis flavimana,3.94E+01,01PLANT.Torilis japonica,02FV.Sepsis flavimana
01PLANT.,02FV.,Torilis japonica,Sussaba cognata,3.94E+01,01PLANT.Torilis japonica,02FV.Sussaba cognata
01PLANT.,02FV.,Trifolium pratense/repens,Alysiinae sp,4.76E+02,01PLANT.Trifolium pratense/repens,02FV.Alysiinae sp
01PLANT.,02FV.,Trifolium pratense/repens,Anthomyia pluvialis,6.05E+02,01PLANT.Trifolium pratense/repens,02FV.Anthomyia pluvialis
01PLANT.,02FV.,Trifolium pratense/repens,Apis mellifera,3.65E+03,01PLANT.Trifolium pratense/repens,02FV.Apis mellifera
01PLANT.,02FV.,Trifolium pratense/repens,Aprostocetus sp,4.76E+02,01PLANT.Trifolium pratense/repens,02FV.Aprostocetus sp
01PLANT.,02FV.,Trifolium pratense/repens,Bombus hortorum,1.21E+03,01PLANT.Trifolium pratense/repens,02FV.Bombus hortorum
01PLANT.,02FV.,Trifolium pratense/repens,Bombus lapidarius,1.19E+04,01PLANT.Trifolium pratense/repens,02FV.Bombus lapidarius
01PLANT.,02FV.,Trifolium pratense/repens,Bombus pascuorum,8.66E+03,01PLANT.Trifolium pratense/repens,02FV.Bombus pascuorum
01PLANT.,02FV.,Trifolium pratense/repens,Bombus pratorum,7.89E+02,01PLANT.Trifolium pratense/repens,02FV.Bombus pratorum
01PLANT.,02FV.,Trifolium pratense/repens,Bombus terrestris,5.87E+03,01PLANT.Trifolium pratense/repens,02FV.Bombus terrestris
01PLANT.,02FV.,Trifolium pratense/repens,Bombus vestalis,9.52E+02,01PLANT.Trifolium pratense/repens,02FV.Bombus vestalis
01PLANT.,02FV.,Trifolium pratense/repens,Chrysotus sp,1.11E+03,01PLANT.Trifolium pratense/repens,02FV.Chrysotus sp
01PLANT.,02FV.,Trifolium pratense/repens,Empis livida,2.41E+03,01PLANT.Trifolium pratense/repens,02FV.Empis livida
01PLANT.,02FV.,Trifolium pratense/repens,Eupeodes corollae,4.76E+02,01PLANT.Trifolium pratense/repens,02FV.Eupeodes corollae
01PLANT.,02FV.,Trifolium pratense/repens,Maniola jurtina,7.40E+02,01PLANT.Trifolium pratense/repens,02FV.Maniola jurtina
01PLANT.,02FV.,Trifolium pratense/repens,Metasyrphus luniger,4.76E+02,01PLANT.Trifolium pratense/repens,02FV.Metasyrphus luniger
01PLANT.,02FV.,Trifolium pratense/repens,Norellisoma spinimanum,1.90E+01,01PLANT.Trifolium pratense/repens,02FV.Norellisoma spinimanum
01PLANT.,02FV.,Trifolium pratense/repens,Oedemera nobilis,4.97E+01,01PLANT.Trifolium pratense/repens,02FV.Oedemera nobilis
01PLANT.,02FV.,Trifolium pratense/repens,Pegoplata aestiva or Adia cinerella,4.97E+01,01PLANT.Trifolium pratense/repens,02FV.Pegoplata aestiva or Adia cinerella
01PLANT.,02FV.,Trifolium pratense/repens,Phyllobius virideaeris,8.33E+02,01PLANT.Trifolium pratense/repens,02FV.Phyllobius virideaeris
01PLANT.,02FV.,Trifolium pratense/repens,Platycheirus albimanus,1.97E+01,01PLANT.Trifolium pratense/repens,02FV.Platycheirus albimanus
01PLANT.,02FV.,Trifolium pratense/repens,Platypalpus sp,2.22E+03,01PLANT.Trifolium pratense/repens,02FV.Platypalpus sp
01PLANT.,02FV.,Trifolium pratense/repens,Pollenia amentaria,2.41E+03,01PLANT.Trifolium pratense/repens,02FV.Pollenia amentaria
01PLANT.,02FV.,Trifolium pratense/repens,Pollenia pediculata,9.94E+01,01PLANT.Trifolium pratense/repens,02FV.Pollenia pediculata
01PLANT.,02FV.,Trifolium pratense/repens,Sarcophaga carnaria,6.05E+02,01PLANT.Trifolium pratense/repens,02FV.Sarcophaga carnaria
01PLANT.,02FV.,Trifolium pratense/repens,Scaptomyza pallida,2.41E+03,01PLANT.Trifolium pratense/repens,02FV.Scaptomyza pallida
01PLANT.,02FV.,Trifolium pratense/repens,Scathophaga stercoraria,4.29E+03,01PLANT.Trifolium pratense/repens,02FV.Scathophaga stercoraria
01PLANT.,02FV.,Trifolium pratense/repens,Scatopsidae sp,1.11E+03,01PLANT.Trifolium pratense/repens,02FV.Scatopsidae sp
01PLANT.,02FV.,Trifolium pratense/repens,Sitona puncticollis,2.41E+03,01PLANT.Trifolium pratense/repens,02FV.Sitona puncticollis
01PLANT.,02FV.,Trifolium pratense/repens,Syrphus ribesii,1.90E+01,01PLANT.Trifolium pratense/repens,02FV.Syrphus ribesii
01PLANT.,02FV.,Veronica chamaedrys,Hercostomus parvilamellatus,7.46E+01,01PLANT.Veronica chamaedrys,02FV.Hercostomus parvilamellatus
01PLANT.,02FV.,Veronica persica,Longitarsus sp,7.20E+02,01PLANT.Veronica persica,02FV.Longitarsus sp
01PLANT.,02FV.,Veronica persica,Pegoplata aestiva or Adia cinerella,1.15E+03,01PLANT.Veronica persica,02FV.Pegoplata aestiva or Adia cinerella
01PLANT.,02FV.,Viburnum lanatum,Empis livida,8.71E+00,01PLANT.Viburnum lanatum,02FV.Empis livida
01PLANT.,02FV.,Viburnum lanatum,Pollenia pediculata,6.53E+00,01PLANT.Viburnum lanatum,02FV.Pollenia pediculata
01PLANT.,02FV.,Vicia hirsute,Cantharis nigra,1.47E+03,01PLANT.Vicia hirsute,02FV.Cantharis nigra
01PLANT.,02FV.,Vicia hirsute,Empis livida,2.99E+03,01PLANT.Vicia hirsute,02FV.Empis livida
01PLANT.,02FV.,Vicia hirsute,Fannia sp,7.48E+02,01PLANT.Vicia hirsute,02FV.Fannia sp
01PLANT.,02FV.,Vicia sativa,Bombus pascuorum,4.97E+01,01PLANT.Vicia sativa,02FV.Bombus pascuorum
01PLANT.,02FV.,Vicia sativa,Empis livida,9.94E+01,01PLANT.Vicia sativa,02FV.Empis livida
01PLANT.,02FV.,Vicia sepium,Syritta pipiens,9.94E+01,01PLANT.Vicia sepium,02FV.Syritta pipiens
01PLANT.,03APH.,× Triticosecale ,Sitobion avenae,2.02E+06,01PLANT.× Triticosecale ,03APH.Sitobion avenae
01PLANT.,03APH.,Aphanes arvensis,Myzus persicae,3.74E+04,01PLANT.Aphanes arvensis,03APH.Myzus persicae
01PLANT.,03APH.,Avena sativa winter-sown,Metopolophium dihrodum,6.35E+05,01PLANT.Avena sativa winter-sown,03APH.Metopolophium dihrodum
01PLANT.,03APH.,Avena sativa winter-sown,Sitobion avenae,8.31E+04,01PLANT.Avena sativa winter-sown,03APH.Sitobion avenae
01PLANT.,03APH.,Cerastium fontanum,Myzus persicae,9.82E+04,01PLANT.Cerastium fontanum,03APH.Myzus persicae
01PLANT.,03APH.,Cirsium arvense,Capitophorus elaeagnii,4.04E+05,01PLANT.Cirsium arvense,03APH.Capitophorus elaeagnii
01PLANT.,03APH.,Cirsium arvense,Uroleucon aeneum,9.67E+07,01PLANT.Cirsium arvense,03APH.Uroleucon aeneum
01PLANT.,03APH.,Cirsium arvense,Uroleucon cirsii,6.66E+07,01PLANT.Cirsium arvense,03APH.Uroleucon cirsii
01PLANT.,03APH.,Cirsium vulgare,Hyperomyzus lactucae,8.29E+05,01PLANT.Cirsium vulgare,03APH.Hyperomyzus lactucae
01PLANT.,03APH.,Corylus avellana,Myzocallis coryli,1.60E+03,01PLANT.Corylus avellana,03APH.Myzocallis coryli
01PLANT.,03APH.,Crataegus monogyna,Dysaphis species 1,1.45E+02,01PLANT.Crataegus monogyna,03APH.Dysaphis species 1
01PLANT.,03APH.,Euonymus europaeus,Aphis fabae,7.26E+02,01PLANT.Euonymus europaeus,03APH.Aphis fabae
01PLANT.,03APH.,Galium aparine,Aphis galiiscabri,4.43E+05,01PLANT.Galium aparine,03APH.Aphis galiiscabri
01PLANT.,03APH.,Heracleum sphondylium,Cavariella aegopodii,1.70E+06,01PLANT.Heracleum sphondylium,03APH.Cavariella aegopodii
01PLANT.,03APH.,Lamiastrum galeobdolon,Aphid species 1,2.49E+03,01PLANT.Lamiastrum galeobdolon,03APH.Aphid species 1
01PLANT.,03APH.,Matricaria discoidea,Brachycaudus helichrysii,6.05E+05,01PLANT.Matricaria discoidea,03APH.Brachycaudus helichrysii
01PLANT.,03APH.,Matricaria recutita,Brachycaudus helichrysii,1.15E+08,01PLANT.Matricaria recutita,03APH.Brachycaudus helichrysii
01PLANT.,03APH.,Myosotis arvensis,Brachycaudus helichrysii,5.37E+06,01PLANT.Myosotis arvensis,03APH.Brachycaudus helichrysii
01PLANT.,03APH.,Plantago sp.,Brachycaudus helichrysii,2.38E+04,01PLANT.Plantago sp.,03APH.Brachycaudus helichrysii
01PLANT.,03APH.,Poaceae,Cavariella aegopodii,8.22E+03,01PLANT.Poaceae,03APH.Cavariella aegopodii
01PLANT.,03APH.,Poaceae,Metopolophium dihrodum,5.16E+04,01PLANT.Poaceae,03APH.Metopolophium dihrodum
01PLANT.,03APH.,Poaceae,Sipha maydis,2.99E+07,01PLANT.Poaceae,03APH.Sipha maydis
01PLANT.,03APH.,Poaceae,Sitobion avenae,2.21E+07,01PLANT.Poaceae,03APH.Sitobion avenae
01PLANT.,03APH.,Prunus spinosa,Phorodon humuli,1.13E+04,01PLANT.Prunus spinosa,03APH.Phorodon humuli
01PLANT.,03APH.,Ranunculus repens,Tubaphis ranunculina,1.21E+06,01PLANT.Ranunculus repens,03APH.Tubaphis ranunculina
01PLANT.,03APH.,Rosa sp.,Sitobion fragariae,3.45E+04,01PLANT.Rosa sp.,03APH.Sitobion fragariae
01PLANT.,03APH.,Rubus fruticosus,Macrosiphum funestum,1.05E+05,01PLANT.Rubus fruticosus,03APH.Macrosiphum funestum
01PLANT.,03APH.,Rumex sp.,Aphis rumicis,9.20E+06,01PLANT.Rumex sp.,03APH.Aphis rumicis
01PLANT.,03APH.,Scrophularia auriculata,Myzus persicae,2.76E+03,01PLANT.Scrophularia auriculata,03APH.Myzus persicae
01PLANT.,03APH.,Sinapis arvensis,Lipaphys erysimi,2.01E+06,01PLANT.Sinapis arvensis,03APH.Lipaphys erysimi
01PLANT.,03APH.,Sonchus asper/oleraceus,Hyperomyzus lactucae,1.23E+06,01PLANT.Sonchus asper/oleraceus,03APH.Hyperomyzus lactucae
01PLANT.,03APH.,Sonchus asper/oleraceus,Uroleucon sonchi,3.23E+05,01PLANT.Sonchus asper/oleraceus,03APH.Uroleucon sonchi
01PLANT.,03APH.,Stachys sylvatica,Cryptomyzus korschelti,6.63E+03,01PLANT.Stachys sylvatica,03APH.Cryptomyzus korschelti
01PLANT.,03APH.,Trifolium pratense/repens,Acyrthosiphon pisum,2.98E+05,01PLANT.Trifolium pratense/repens,03APH.Acyrthosiphon pisum
01PLANT.,03APH.,Trifolium pratense/repens,Therioaphis trifoli,6.05E+04,01PLANT.Trifolium pratense/repens,03APH.Therioaphis trifoli
01PLANT.,03APH.,Triticum aestivum,Sitobion avenae,1.53E+07,01PLANT.Triticum aestivum,03APH.Sitobion avenae
01PLANT.,03APH.,Urtica dioica,Aphis urticae,5.25E+03,01PLANT.Urtica dioica,03APH.Aphis urticae
01PLANT.,03APH.,Urtica dioica,Microlophium carnosum,1.43E+05,01PLANT.Urtica dioica,03APH.Microlophium carnosum
01PLANT.,03APH.,Veronica arvensis,Nasonvoia ribisnigri,1.95E+05,01PLANT.Veronica arvensis,03APH.Nasonvoia ribisnigri
01PLANT.,04PRIMARYPARA.,× Triticosecale ,Aphidius picipes?,1.29E+04,01PLANT.× Triticosecale ,04PRIMARYPARA.Aphidius picipes?
01PLANT.,04PRIMARYPARA.,× Triticosecale ,Ephedrus plagiator,8.57E+03,01PLANT.× Triticosecale ,04PRIMARYPARA.Ephedrus plagiator
01PLANT.,04PRIMARYPARA.,× Triticosecale ,Praon volucre,8.57E+03,01PLANT.× Triticosecale ,04PRIMARYPARA.Praon volucre
01PLANT.,04PRIMARYPARA.,Avena sativa winter-sown,Aphidius matricariae,1.25E+04,01PLANT.Avena sativa winter-sown,04PRIMARYPARA.Aphidius matricariae
01PLANT.,04PRIMARYPARA.,Avena sativa winter-sown,Aphidius picipes?,1.25E+04,01PLANT.Avena sativa winter-sown,04PRIMARYPARA.Aphidius picipes?
01PLANT.,04PRIMARYPARA.,Avena sativa winter-sown,Aphidius rhopalosiphi?,2.08E+04,01PLANT.Avena sativa winter-sown,04PRIMARYPARA.Aphidius rhopalosiphi?
01PLANT.,04PRIMARYPARA.,Avena sativa winter-sown,Ephedrus plagiator,8.31E+03,01PLANT.Avena sativa winter-sown,04PRIMARYPARA.Ephedrus plagiator
01PLANT.,04PRIMARYPARA.,Lamiastrum galeobdolon,Praon exoletum?,8.29E+02,01PLANT.Lamiastrum galeobdolon,04PRIMARYPARA.Praon exoletum?
01PLANT.,04PRIMARYPARA.,Matricaria discoidea,Aphidius matricariae,5.52E+02,01PLANT.Matricaria discoidea,04PRIMARYPARA.Aphidius matricariae
01PLANT.,04PRIMARYPARA.,Matricaria discoidea,Aphidius rhopalosiphi?,2.21E+03,01PLANT.Matricaria discoidea,04PRIMARYPARA.Aphidius rhopalosiphi?
01PLANT.,04PRIMARYPARA.,Matricaria recutita,Aphidius matricariae,1.25E+04,01PLANT.Matricaria recutita,04PRIMARYPARA.Aphidius matricariae
01PLANT.,04PRIMARYPARA.,Poaceae,Aphidius ervi,6.76E+04,01PLANT.Poaceae,04PRIMARYPARA.Aphidius ervi
01PLANT.,04PRIMARYPARA.,Poaceae,Aphidius funebris,5.52E+02,01PLANT.Poaceae,04PRIMARYPARA.Aphidius funebris
01PLANT.,04PRIMARYPARA.,Poaceae,Aphidius picipes?,2.51E+04,01PLANT.Poaceae,04PRIMARYPARA.Aphidius picipes?
01PLANT.,04PRIMARYPARA.,Poaceae,Aphidius rhopalosiphi?,2.38E+03,01PLANT.Poaceae,04PRIMARYPARA.Aphidius rhopalosiphi?
01PLANT.,04PRIMARYPARA.,Poaceae,Ephedrus plagiator,5.04E+04,01PLANT.Poaceae,04PRIMARYPARA.Ephedrus plagiator
01PLANT.,04PRIMARYPARA.,Poaceae,Praon volucre,2.46E+04,01PLANT.Poaceae,04PRIMARYPARA.Praon volucre
01PLANT.,04PRIMARYPARA.,Ranunculus repens,Praon exoletum?,8.57E+03,01PLANT.Ranunculus repens,04PRIMARYPARA.Praon exoletum?
01PLANT.,04PRIMARYPARA.,Ranunculus repens,Praon sp nr flavinode,1.23E+04,01PLANT.Ranunculus repens,04PRIMARYPARA.Praon sp nr flavinode
01PLANT.,04PRIMARYPARA.,Ranunculus repens,Praon volucre,2.46E+04,01PLANT.Ranunculus repens,04PRIMARYPARA.Praon volucre
01PLANT.,04PRIMARYPARA.,Rubus fruticosus,Aphidius ervi,3.28E+02,01PLANT.Rubus fruticosus,04PRIMARYPARA.Aphidius ervi
01PLANT.,04PRIMARYPARA.,Sonchus asper/oleraceus,Aphidius ervi,1.01E+04,01PLANT.Sonchus asper/oleraceus,04PRIMARYPARA.Aphidius ervi
01PLANT.,04PRIMARYPARA.,Trifolium pratense/repens,Aphidius ervi,9.46E+04,01PLANT.Trifolium pratense/repens,04PRIMARYPARA.Aphidius ervi
01PLANT.,04PRIMARYPARA.,Trifolium pratense/repens,Aphidius rhopalosiphi?,6.72E+03,01PLANT.Trifolium pratense/repens,04PRIMARYPARA.Aphidius rhopalosiphi?
01PLANT.,04PRIMARYPARA.,Trifolium pratense/repens,Praon dorsale?,6.72E+03,01PLANT.Trifolium pratense/repens,04PRIMARYPARA.Praon dorsale?
01PLANT.,04PRIMARYPARA.,Triticum aestivum,Aphidius ervi,9.82E+04,01PLANT.Triticum aestivum,04PRIMARYPARA.Aphidius ervi
01PLANT.,04PRIMARYPARA.,Triticum aestivum,Aphidius picipes?,2.46E+04,01PLANT.Triticum aestivum,04PRIMARYPARA.Aphidius picipes?
01PLANT.,04PRIMARYPARA.,Triticum aestivum,Aphidius rhopalosiphi?,7.36E+04,01PLANT.Triticum aestivum,04PRIMARYPARA.Aphidius rhopalosiphi?
01PLANT.,04PRIMARYPARA.,Triticum aestivum,Ephedrus plagiator,4.91E+04,01PLANT.Triticum aestivum,04PRIMARYPARA.Ephedrus plagiator
01PLANT.,04PRIMARYPARA.,Triticum aestivum,Praon volucre,7.36E+04,01PLANT.Triticum aestivum,04PRIMARYPARA.Praon volucre
01PLANT.,04PRIMARYPARA.,Urtica dioica,Aphidius ervi,1.16E+03,01PLANT.Urtica dioica,04PRIMARYPARA.Aphidius ervi
01PLANT.,04PRIMARYPARA.,Urtica dioica,Trioxys B,1.66E+03,01PLANT.Urtica dioica,04PRIMARYPARA.Trioxys B
01PLANT.,05SECONDARYPARA.,Avena sativa winter-sown,Alloxysta victrix,8.31E+03,01PLANT.Avena sativa winter-sown,05SECONDARYPARA.Alloxysta victrix
01PLANT.,05SECONDARYPARA.,Avena sativa winter-sown,Asaphes suspensus,1.25E+04,01PLANT.Avena sativa winter-sown,05SECONDARYPARA.Asaphes suspensus
01PLANT.,05SECONDARYPARA.,Cirsium arvense,Alloxysta victrix,5.52E+02,01PLANT.Cirsium arvense,05SECONDARYPARA.Alloxysta victrix
01PLANT.,05SECONDARYPARA.,Crataegus monogyna,Alloxysta victrix,1.45E+02,01PLANT.Crataegus monogyna,05SECONDARYPARA.Alloxysta victrix
01PLANT.,05SECONDARYPARA.,Lamiastrum galeobdolon,Dendrocerus aphidum,8.29E+02,01PLANT.Lamiastrum galeobdolon,05SECONDARYPARA.Dendrocerus aphidum
01PLANT.,05SECONDARYPARA.,Matricaria discoidea,Asaphes suspensus,3.09E+04,01PLANT.Matricaria discoidea,05SECONDARYPARA.Asaphes suspensus
01PLANT.,05SECONDARYPARA.,Matricaria discoidea,Dendrocerus aphidum,1.66E+03,01PLANT.Matricaria discoidea,05SECONDARYPARA.Dendrocerus aphidum
01PLANT.,05SECONDARYPARA.,Matricaria discoidea,Dendrocerus carpenteri,5.52E+02,01PLANT.Matricaria discoidea,05SECONDARYPARA.Dendrocerus carpenteri
01PLANT.,05SECONDARYPARA.,Myosotis arvensis,Alloxysta victrix,8.31E+03,01PLANT.Myosotis arvensis,05SECONDARYPARA.Alloxysta victrix
01PLANT.,05SECONDARYPARA.,Myosotis arvensis,Asaphes suspensus,5.81E+04,01PLANT.Myosotis arvensis,05SECONDARYPARA.Asaphes suspensus
01PLANT.,05SECONDARYPARA.,Myosotis arvensis,Dendrocerus aphidum,8.31E+03,01PLANT.Myosotis arvensis,05SECONDARYPARA.Dendrocerus aphidum
01PLANT.,05SECONDARYPARA.,Poaceae,Alloxysta victrix,5.23E+04,01PLANT.Poaceae,05SECONDARYPARA.Alloxysta victrix
01PLANT.,05SECONDARYPARA.,Poaceae,Asaphes suspensus,9.90E+03,01PLANT.Poaceae,05SECONDARYPARA.Asaphes suspensus
01PLANT.,05SECONDARYPARA.,Poaceae,Asaphes vulgaris,9.28E+03,01PLANT.Poaceae,05SECONDARYPARA.Asaphes vulgaris
01PLANT.,05SECONDARYPARA.,Poaceae,Coruna clavata,7.26E+01,01PLANT.Poaceae,05SECONDARYPARA.Coruna clavata
01PLANT.,05SECONDARYPARA.,Poaceae,Dendrocerus aphidum,3.99E+04,01PLANT.Poaceae,05SECONDARYPARA.Dendrocerus aphidum
01PLANT.,05SECONDARYPARA.,Poaceae,Dendrocerus carpenteri,2.24E+03,01PLANT.Poaceae,05SECONDARYPARA.Dendrocerus carpenteri
01PLANT.,05SECONDARYPARA.,Poaceae,Pachyneuron sp,5.52E+02,01PLANT.Poaceae,05SECONDARYPARA.Pachyneuron sp
01PLANT.,05SECONDARYPARA.,Prunus spinosa,Asaphes vulgaris,3.28E+02,01PLANT.Prunus spinosa,05SECONDARYPARA.Asaphes vulgaris
01PLANT.,05SECONDARYPARA.,Prunus spinosa,Dendrocerus carpenteri,2.19E+02,01PLANT.Prunus spinosa,05SECONDARYPARA.Dendrocerus carpenteri
01PLANT.,05SECONDARYPARA.,Ranunculus repens,Alloxysta victrix,5.29E+03,01PLANT.Ranunculus repens,05SECONDARYPARA.Alloxysta victrix
01PLANT.,05SECONDARYPARA.,Rumex sp.,Dendrocerus carpenteri,1.08E+05,01PLANT.Rumex sp.,05SECONDARYPARA.Dendrocerus carpenteri
01PLANT.,05SECONDARYPARA.,Trifolium pratense/repens,Alloxysta victrix,6.72E+04,01PLANT.Trifolium pratense/repens,05SECONDARYPARA.Alloxysta victrix
01PLANT.,05SECONDARYPARA.,Trifolium pratense/repens,Asaphes suspensus,8.22E+04,01PLANT.Trifolium pratense/repens,05SECONDARYPARA.Asaphes suspensus
01PLANT.,05SECONDARYPARA.,Trifolium pratense/repens,Asaphes vulgaris,2.69E+04,01PLANT.Trifolium pratense/repens,05SECONDARYPARA.Asaphes vulgaris
01PLANT.,05SECONDARYPARA.,Trifolium pratense/repens,Dendrocerus carpenteri,6.72E+03,01PLANT.Trifolium pratense/repens,05SECONDARYPARA.Dendrocerus carpenteri
01PLANT.,05SECONDARYPARA.,Triticum aestivum,Alloxysta victrix,1.39E+05,01PLANT.Triticum aestivum,05SECONDARYPARA.Alloxysta victrix
01PLANT.,05SECONDARYPARA.,Triticum aestivum,Asaphes suspensus,2.13E+05,01PLANT.Triticum aestivum,05SECONDARYPARA.Asaphes suspensus
01PLANT.,05SECONDARYPARA.,Triticum aestivum,Asaphes vulgaris,4.91E+04,01PLANT.Triticum aestivum,05SECONDARYPARA.Asaphes vulgaris
01PLANT.,05SECONDARYPARA.,Triticum aestivum,Dendrocerus carpenteri,2.95E+05,01PLANT.Triticum aestivum,05SECONDARYPARA.Dendrocerus carpenteri
01PLANT.,05SECONDARYPARA.,Urtica dioica,Alloxysta victrix,8.75E+02,01PLANT.Urtica dioica,05SECONDARYPARA.Alloxysta victrix
01PLANT.,06MINERPARA.,× Triticosecale ,Diglyphus isaea,3.87E+03,01PLANT.× Triticosecale ,06MINERPARA.Diglyphus isaea
01PLANT.,06MINERPARA.,× Triticosecale ,Seladerma diffine,3.87E+03,01PLANT.× Triticosecale ,06MINERPARA.Seladerma diffine
01PLANT.,06MINERPARA.,Acer campestre,Achrysocharoides acerianus,1.13E+04,01PLANT.Acer campestre,06MINERPARA.Achrysocharoides acerianus
01PLANT.,06MINERPARA.,Acer campestre,Microgastrinae sp,5.65E+03,01PLANT.Acer campestre,06MINERPARA.Microgastrinae sp
01PLANT.,06MINERPARA.,Anthriscus sylvestris,Dacnusa maculipes/confinis,6.57E+02,01PLANT.Anthriscus sylvestris,06MINERPARA.Dacnusa maculipes/confinis
01PLANT.,06MINERPARA.,Anthriscus sylvestris,Exotela cyclogaster,2.19E+02,01PLANT.Anthriscus sylvestris,06MINERPARA.Exotela cyclogaster
